headword,pos,cefr,tier,tier_name,amirnet_level,is_connector,source
wagon,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
waist,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
waistcoat,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
walkabout,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
walker,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
walking,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
wallboard,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wallet,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
walnut,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wander,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
ward,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wardrobe,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
warmly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
warmth,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
warn,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
warning,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
warranty,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
warrior,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
warship,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wartime,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
washbowl,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
washing machine,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
washing-up,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
wasp,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
waste,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wasteful,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
waterfall,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
waterproof,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wave,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
wax,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
weak,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
weaken,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
weakly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
weakness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wealth,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
wealthy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
weapon,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wearisome,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
weary,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
weather forecast,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
weave,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
web,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
web page,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
webcam,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
website,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
wed,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wedding,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
weed,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
weekday,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
weekly,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
weep,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
weigh,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
weight,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
weird,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
welfare,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
well-balanced,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
well-built,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
well-dressed,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
well-known,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
well-organized/well-organised,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
well-paid,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
west,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
western,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
westward,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wet,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
wetland,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
whale,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
whatever,determiner,A2,1,ליבה,1-2,,CEFR-J v1.5
wheat,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wheelchair,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
whenever,adverb,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
whereas,conjunction,B2,3,הרחבה אקדמית,3,true,CEFR-J v1.5
wherever,conjunction,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
whether,conjunction,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
whichever,determiner,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
while,conjunction,A2,1,ליבה,1-2,true,CEFR-J v1.5
whip,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
whiskey/whisky,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
whisper,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
whistle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
whoever,pronoun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
whole,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
whom,pronoun,A2,1,ליבה,1-2,,CEFR-J v1.5
wide,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
widely,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
widen,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
widespread,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
widow,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
width,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wild,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
wilderness,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wildlife,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wildly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
willing,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
willingly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
willingness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
winding,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
windscreen,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
windshield,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
windsurfing,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
windy,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
wine,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
wing,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wink,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
winner,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
wipe,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wire,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wisdom,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
wise,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
wit,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
withdraw,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
withdrawal,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wither,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
within,preposition,A2,1,ליבה,1-2,true,CEFR-J v1.5
without,preposition,A2,1,ליבה,1-2,true,CEFR-J v1.5
witness,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
witty,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wizard,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wolf,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wonder,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
wondrous,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wood,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
woodcarving,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wooden,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
wool,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
wordlessly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
workaholic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
workbench,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
working,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
workman,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
workout,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
workplace,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
workshop,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
worktable,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
worldly,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
worldview,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
worldwide,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
worm,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
worn,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wornout/worn out/worn-out,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
worried,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
worrying,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
worse,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
worsen,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
worship,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
worst,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
worth,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
worthless,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
worthwhile,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
worthy,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wound,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wrap,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wrapping,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wreck,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
wrist,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wristwatch,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
writing,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
written,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
wrongly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
X-ray,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
yacht,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
yawn,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
yeah,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
yearn,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
yell,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
yield,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
yoga,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
youth,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
youthful,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
yummy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
zebra,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
zip,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
zone,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
zoom,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
exterior,noun,C1,4,רמת פטור,4,,Octanove v1.0
cloak,noun,C1,4,רמת פטור,4,,Octanove v1.0
timid,adjective,C1,4,רמת פטור,4,,Octanove v1.0
reluctantly,adverb,C1,4,רמת פטור,4,,Octanove v1.0
concur,verb,C1,4,רמת פטור,4,,Octanove v1.0
avid,adjective,C1,4,רמת פטור,4,,Octanove v1.0
marvel,verb,C1,4,רמת פטור,4,,Octanove v1.0
enviable,adverb,C1,4,רמת פטור,4,,Octanove v1.0
organizational,adjective,C1,4,רמת פטור,4,,Octanove v1.0
psychiatrist,noun,C1,4,רמת פטור,4,,Octanove v1.0
psychiatric,adjective,C1,4,רמת פטור,4,,Octanove v1.0
clinical,adjective,C1,4,רמת פטור,4,,Octanove v1.0
corps,noun,C1,4,רמת פטור,4,,Octanove v1.0
forensic,adjective,C1,4,רמת פטור,4,,Octanove v1.0
juvenile,noun,C1,4,רמת פטור,4,,Octanove v1.0
jurisdiction,noun,C1,4,רמת פטור,4,,Octanove v1.0
accustomed,adjective,C1,4,רמת פטור,4,,Octanove v1.0
trauma,noun,C1,4,רמת פטור,4,,Octanove v1.0
traumatic,adjective,C1,4,רמת פטור,4,,Octanove v1.0
constraint,noun,C1,4,רמת פטור,4,,Octanove v1.0
revealing,adjective,C1,4,רמת פטור,4,,Octanove v1.0
eccentric,adjective,C1,4,רמת פטור,4,,Octanove v1.0
sanctity,noun,C1,4,רמת פטור,4,,Octanove v1.0
conform,verb,C1,4,רמת פטור,4,,Octanove v1.0
norms,noun,C1,4,רמת פטור,4,,Octanove v1.0
quirk,noun,C1,4,רמת פטור,4,,Octanove v1.0
oddity,noun,C1,4,רמת פטור,4,,Octanove v1.0
compel,verb,C1,4,רמת פטור,4,,Octanove v1.0
compulsion,noun,C1,4,רמת פטור,4,,Octanove v1.0
assertion,noun,C1,4,רמת פטור,4,,Octanove v1.0
individuality,noun,C1,4,רמת פטור,4,,Octanove v1.0
psyche,noun,C1,4,רמת פטור,4,,Octanove v1.0
conformity,noun,C1,4,רמת פטור,4,,Octanove v1.0
unconventional,adjective,C1,4,רמת פטור,4,,Octanove v1.0
congregate,verb,C1,4,רמת פטור,4,,Octanove v1.0
resent,verb,C1,4,רמת פטור,4,,Octanove v1.0
self-conscious,adjective,C1,4,רמת פטור,4,,Octanove v1.0
wary,adjective,C1,4,רמת פטור,4,,Octanove v1.0
stoke,verb,C1,4,רמת פטור,4,,Octanove v1.0
dynamically,adverb,C1,4,רמת פטור,4,,Octanove v1.0
hostess,noun,C1,4,רמת פטור,4,,Octanove v1.0
perpetuate,verb,C1,4,רמת פטור,4,,Octanove v1.0
naturalness,noun,C1,4,רמת פטור,4,,Octanove v1.0
exhibitionist,noun,C1,4,רמת פטור,4,,Octanove v1.0
isolate,verb,C1,4,רמת פטור,4,,Octanove v1.0
isolated,adjective,C1,4,רמת פטור,4,,Octanove v1.0
refreshingly,adverb,C1,4,רמת פטור,4,,Octanove v1.0
effortless,adjective,C1,4,רמת פטור,4,,Octanove v1.0
vegetation,noun,C1,4,רמת פטור,4,,Octanove v1.0
respite,noun,C1,4,רמת פטור,4,,Octanove v1.0
suffice,verb,C1,4,רמת פטור,4,,Octanove v1.0
purity,noun,C1,4,רמת פטור,4,,Octanove v1.0
gruelling,adjective,C1,4,רמת פטור,4,,Octanove v1.0
comprise,verb,C1,4,רמת פטור,4,,Octanove v1.0
plaster,noun,C1,4,רמת פטור,4,,Octanove v1.0
darkroom,noun,C1,4,רמת פטור,4,,Octanove v1.0
induct,verb,C1,4,רמת פטור,4,,Octanove v1.0
induction,noun,C1,4,רמת פטור,4,,Octanove v1.0
fossil,noun,C1,4,רמת פטור,4,,Octanove v1.0
geological,adjective,C1,4,רמת פטור,4,,Octanove v1.0
geologically,adverb,C1,4,רמת פטור,4,,Octanove v1.0
specimen,noun,C1,4,רמת פטור,4,,Octanove v1.0
enormously,adverb,C1,4,רמת פטור,4,,Octanove v1.0
gem,noun,C1,4,רמת פטור,4,,Octanove v1.0
explanatory,adjective,C1,4,רמת פטור,4,,Octanove v1.0
vertical,adjective,C1,4,רמת פטור,4,,Octanove v1.0
knowledgeable,adjective,C1,4,רמת פטור,4,,Octanove v1.0
ordinarily,adverb,C1,4,רמת פטור,4,,Octanove v1.0
formulate,verb,C1,4,רמת פטור,4,,Octanove v1.0
resin,noun,C1,4,רמת פטור,4,,Octanove v1.0
sacrifice,noun,C1,4,רמת פטור,4,,Octanove v1.0
cleanly,adverb,C1,4,רמת פטור,4,,Octanove v1.0
endorsement,noun,C1,4,רמת פטור,4,,Octanove v1.0
stretching,noun,C1,4,רמת פטור,4,,Octanove v1.0
continuity,noun,C1,4,רמת פטור,4,,Octanove v1.0
shambles,noun,C1,4,רמת פטור,4,,Octanove v1.0
claustrophobic,adjective,C1,4,רמת פטור,4,,Octanove v1.0
claustrophobia,noun,C1,4,רמת פטור,4,,Octanove v1.0
headstrong,adjective,C1,4,רמת פטור,4,,Octanove v1.0
tact,noun,C1,4,רמת פטור,4,,Octanove v1.0
tactful,adjective,C1,4,רמת פטור,4,,Octanove v1.0
tactfully,adverb,C1,4,רמת פטור,4,,Octanove v1.0
blister,noun,C1,4,רמת פטור,4,,Octanove v1.0
sponsorship,noun,C1,4,רמת פטור,4,,Octanove v1.0
ego,noun,C1,4,רמת פטור,4,,Octanove v1.0
saloon,noun,C1,4,רמת פטור,4,,Octanove v1.0
beforehand,adverb,C1,4,רמת פטור,4,,Octanove v1.0
slob,noun,C1,4,רמת פטור,4,,Octanove v1.0
coverage,noun,C1,4,רמת פטור,4,,Octanove v1.0
unplug,verb,C1,4,רמת פטור,4,,Octanove v1.0
gadget,noun,C1,4,רמת פטור,4,,Octanove v1.0
rediscover,verb,C1,4,רמת פטור,4,,Octanove v1.0
subtly,adverb,C1,4,רמת פטור,4,,Octanove v1.0
brainwash,verb,C1,4,רמת פטור,4,,Octanove v1.0
brainwashing,noun,C1,4,רמת פטור,4,,Octanove v1.0
implicate,verb,C1,4,רמת פטור,4,,Octanove v1.0
malfunction,verb,C1,4,רמת פטור,4,,Octanove v1.0
wayside,noun,C1,4,רמת פטור,4,,Octanove v1.0
expire,verb,C1,4,רמת פטור,4,,Octanove v1.0
con,verb,C1,4,רמת פטור,4,,Octanove v1.0
damply,adverb,C1,4,רמת פטור,4,,Octanove v1.0
ghostly,adjective,C1,4,רמת פטור,4,,Octanove v1.0
carrier,noun,C1,4,רמת פטור,4,,Octanove v1.0
washtub,noun,C1,4,רמת פטור,4,,Octanove v1.0
apt,adjective,C1,4,רמת פטור,4,,Octanove v1.0
apt to,verb,C1,4,רמת פטור,4,,Octanove v1.0
portable,adjective,C1,4,רמת פטור,4,,Octanove v1.0
ornamental,adjective,C1,4,רמת פטור,4,,Octanove v1.0
placid,adjective,C1,4,רמת פטור,4,,Octanove v1.0
placidly,adverb,C1,4,רמת פטור,4,,Octanove v1.0
unmanageable,adjective,C1,4,רמת פטור,4,,Octanove v1.0
appliance,noun,C1,4,רמת פטור,4,,Octanove v1.0
relinquish,verb,C1,4,רמת פטור,4,,Octanove v1.0
tedious,adjective,C1,4,רמת פטור,4,,Octanove v1.0
tedium,noun,C1,4,רמת פטור,4,,Octanove v1.0
exert,verb,C1,4,רמת פטור,4,,Octanove v1.0
extortion,noun,C1,4,רמת פטור,4,,Octanove v1.0
alleviate,verb,C1,4,רמת פטור,4,,Octanove v1.0
elaborate,adjective,C1,4,רמת פטור,4,,Octanove v1.0
elaboration,noun,C1,4,רמת פטור,4,,Octanove v1.0
detest,verb,C1,4,רמת פטור,4,,Octanove v1.0
detestable,adjective,C1,4,רמת פטור,4,,Octanove v1.0
suds,noun,C1,4,רמת פטור,4,,Octanove v1.0
agreeable,adjective,C1,4,רמת פטור,4,,Octanove v1.0
prowl,verb,C1,4,רמת פטור,4,,Octanove v1.0
speculate,verb,C1,4,רמת פטור,4,,Octanove v1.0
speculation,noun,C1,4,רמת פטור,4,,Octanove v1.0
speculative,adjective,C1,4,רמת פטור,4,,Octanove v1.0
peacock,noun,C1,4,רמת פטור,4,,Octanove v1.0
disdain,noun,C1,4,רמת פטור,4,,Octanove v1.0
reenact,verb,C1,4,רמת פטור,4,,Octanove v1.0
torment,verb,C1,4,רמת פטור,4,,Octanove v1.0
extravagance,noun,C1,4,רמת פטור,4,,Octanove v1.0
exploitation,noun,C1,4,רמת פטור,4,,Octanove v1.0
mechanism,noun,C1,4,רמת פטור,4,,Octanove v1.0
hence,adverb,C1,4,רמת פטור,4,,Octanove v1.0
offspring,noun,C1,4,רמת פטור,4,,Octanove v1.0
oblige,verb,C1,4,רמת פטור,4,,Octanove v1.0
collaborate,verb,C1,4,רמת פטור,4,,Octanove v1.0
collaborator,noun,C1,4,רמת פטור,4,,Octanove v1.0
collaboration,noun,C1,4,רמת פטור,4,,Octanove v1.0
collaborative,adjective,C1,4,רמת פטור,4,,Octanove v1.0
showy,adjective,C1,4,רמת פטור,4,,Octanove v1.0
wrangle,verb,C1,4,רמת פטור,4,,Octanove v1.0
premise,noun,C1,4,רמת פטור,4,,Octanove v1.0
advantageous,adjective,C1,4,רמת פטור,4,,Octanove v1.0
parasite,noun,C1,4,רמת פטור,4,,Octanove v1.0
fanciful,adjective,C1,4,רמת פטור,4,,Octanove v1.0
poise,noun,C1,4,רמת פטור,4,,Octanove v1.0
customary,adjective,C1,4,רמת פטור,4,,Octanove v1.0
insightful,adjective,C1,4,רמת פטור,4,,Octanove v1.0
notable,adjective,C1,4,רמת פטור,4,,Octanove v1.0
vicious,adjective,C1,4,רמת פטור,4,,Octanove v1.0
viciously,adverb,C1,4,רמת פטור,4,,Octanove v1.0
withdrawn,adjective,C1,4,רמת פטור,4,,Octanove v1.0
torturous,adjective,C1,4,רמת פטור,4,,Octanove v1.0
depict,verb,C1,4,רמת פטור,4,,Octanove v1.0
depiction,noun,C1,4,רמת פטור,4,,Octanove v1.0
upheaval,noun,C1,4,רמת פטור,4,,Octanove v1.0
shortlist,verb,C1,4,רמת פטור,4,,Octanove v1.0
uneventful,adjective,C1,4,רמת פטור,4,,Octanove v1.0
pertinent,adjective,C1,4,רמת פטור,4,,Octanove v1.0
pertain to,verb,C1,4,רמת פטור,4,,Octanove v1.0
daydream,noun,C1,4,רמת פטור,4,,Octanove v1.0
protagonist,noun,C1,4,רמת פטור,4,,Octanove v1.0
simplicity,noun,C1,4,רמת פטור,4,,Octanove v1.0
blockbuster,noun,C1,4,רמת פטור,4,,Octanove v1.0
resonate,verb,C1,4,רמת פטור,4,,Octanove v1.0
sequel,noun,C1,4,רמת פטור,4,,Octanove v1.0
irony,noun,C1,4,רמת פטור,4,,Octanove v1.0
acidic,adjective,C1,4,רמת פטור,4,,Octanove v1.0
align,verb,C1,4,רמת פטור,4,,Octanove v1.0
alignment,noun,C1,4,רמת פטור,4,,Octanove v1.0
manipulation,noun,C1,4,רמת פטור,4,,Octanove v1.0
suitor,noun,C1,4,רמת פטור,4,,Octanove v1.0
deceit,noun,C1,4,רמת פטור,4,,Octanove v1.0
alienate,verb,C1,4,רמת פטור,4,,Octanove v1.0
persuasively,adverb,C1,4,רמת פטור,4,,Octanove v1.0
confinement,noun,C1,4,רמת פטור,4,,Octanove v1.0
minutiae,noun,C1,4,רמת פטור,4,,Octanove v1.0
peasant,noun,C1,4,רמת פטור,4,,Octanove v1.0
inexplicable,adjective,C1,4,רמת פטור,4,,Octanove v1.0
inexplicably,adverb,C1,4,רמת פטור,4,,Octanove v1.0
pigeon,noun,C1,4,רמת פטור,4,,Octanove v1.0
harass,verb,C1,4,רמת פטור,4,,Octanove v1.0
harassment,noun,C1,4,רמת פטור,4,,Octanove v1.0
believably,adverb,C1,4,רמת פטור,4,,Octanove v1.0
readable,adjective,C1,4,רמת פטור,4,,Octanove v1.0
cleverness,noun,C1,4,רמת פטור,4,,Octanove v1.0
persecute,verb,C1,4,רמת פטור,4,,Octanove v1.0
persecution,noun,C1,4,רמת פטור,4,,Octanove v1.0
smug,adjective,C1,4,רמת פטור,4,,Octanove v1.0
smugly,adverb,C1,4,רמת פטור,4,,Octanove v1.0
ferocious,adjective,C1,4,רמת פטור,4,,Octanove v1.0
ferociously,adverb,C1,4,רמת פטור,4,,Octanove v1.0
hostile,adjective,C1,4,רמת פטור,4,,Octanove v1.0
hostility,noun,C1,4,רמת פטור,4,,Octanove v1.0
dismay,verb,C1,4,רמת פטור,4,,Octanove v1.0
methodical,adjective,C1,4,רמת פטור,4,,Octanove v1.0
ruthless,adjective,C1,4,רמת פטור,4,,Octanove v1.0
ruthlessness,noun,C1,4,רמת פטור,4,,Octanove v1.0
clan,noun,C1,4,רמת פטור,4,,Octanove v1.0
privileged,adjective,C1,4,רמת פטור,4,,Octanove v1.0
crumble,verb,C1,4,רמת פטור,4,,Octanove v1.0
crumb,noun,C1,4,רמת פטור,4,,Octanove v1.0
closeness,noun,C1,4,רמת פטור,4,,Octanove v1.0
rarity,noun,C1,4,רמת פטור,4,,Octanove v1.0
evoke,verb,C1,4,רמת פטור,4,,Octanove v1.0
repel,verb,C1,4,רמת פטור,4,,Octanove v1.0
repellant,noun,C1,4,רמת פטור,4,,Octanove v1.0
aqua,adjective,C1,4,רמת פטור,4,,Octanove v1.0
aquarium,noun,C1,4,רמת פטור,4,,Octanove v1.0
insightfully,adverb,C1,4,רמת פטור,4,,Octanove v1.0
flashback,noun,C1,4,רמת פטור,4,,Octanove v1.0
self-worth,noun,C1,4,רמת פטור,4,,Octanove v1.0
agonize,verb,C1,4,רמת פטור,4,,Octanove v1.0
cite,verb,C1,4,רמת פטור,4,,Octanove v1.0
citation,noun,C1,4,רמת פטור,4,,Octanove v1.0
ecstatically,adverb,C1,4,רמת פטור,4,,Octanove v1.0
pleasurable,adjective,C1,4,רמת פטור,4,,Octanove v1.0
substantially,adverb,C1,4,רמת פטור,4,,Octanove v1.0
favorably/favourably,adverb,C1,4,רמת פטור,4,,Octanove v1.0
diversity,noun,C1,4,רמת פטור,4,,Octanove v1.0
elitist,noun,C1,4,רמת פטור,4,,Octanove v1.0
grumble,verb,C1,4,רמת פטור,4,,Octanove v1.0
rumble,verb,C1,4,רמת פטור,4,,Octanove v1.0
neglectful,adjective,C1,4,רמת פטור,4,,Octanove v1.0
roundup,noun,C1,4,רמת פטור,4,,Octanove v1.0
conscientious,adjective,C1,4,רמת פטור,4,,Octanove v1.0
conscientiously,adverb,C1,4,רמת פטור,4,,Octanove v1.0
indefinite,adjective,C1,4,רמת פטור,4,,Octanove v1.0
indefinitely,adverb,C1,4,רמת פטור,4,,Octanove v1.0
atmospheric,adjective,C1,4,רמת פטור,4,,Octanove v1.0
fuse,verb,C1,4,רמת פטור,4,,Octanove v1.0
fusion,noun,C1,4,רמת פטור,4,,Octanove v1.0
robust,adjective,C1,4,רמת פטור,4,,Octanove v1.0
robustly,adverb,C1,4,רמת פטור,4,,Octanove v1.0
dismal,adjective,C1,4,רמת פטור,4,,Octanove v1.0
dismally,adverb,C1,4,רמת פטור,4,,Octanove v1.0
